factor_id,store_id,factor_date,is_holiday,temp_c,rainfall_mm,trend_index,cpi_index,year,week
F000000348,ST0003,2023-10-29,False,22.78,14.76,104.86,104.35,2023,43
F000000349,ST0003,2023-11-05,False,24.04,21.39,96.43,102.34,2023,44
F000000350,ST0003,2023-11-12,True,29.54,31.53,94.25,104.17,2023,45
F000000351,ST0003,2023-11-19,False,28.19,3.83,92.24,103.06,2023,46
F000000352,ST0003,2023-11-26,False,31.76,11.84,99.71,103.55,2023,47
F000000353,ST0003,2023-12-03,True,24.58,23.44,94.57,103.73,2023,48
F000000354,ST0003,2023-12-10,False,23.26,15.87,100.84,104.69,2023,49
F000000355,ST0003,2023-12-17,False,26.13,6.53,103.75,103.84,2023,50
F000000356,ST0003,2023-12-24,True,20.75,13.39,99.41,103.25,2023,51
F000000357,ST0003,2023-12-31,False,25.43,9.95,92.23,105.34,2023,52
F000000358,ST0003,2024-01-07,False,20.61,4.32,99.35,105.83,2024,1
F000000359,ST0003,2024-01-14,False,21.47,14.05,105.58,104.86,2024,2
F000000360,ST0003,2024-01-21,False,20.93,15.09,111.39,103.7,2024,3
F000000361,ST0003,2024-01-28,False,23.97,21.88,104.31,103.34,2024,4
F000000362,ST0003,2024-02-04,False,25.99,4.8,101.89,105.55,2024,5
F000000363,ST0003,2024-02-11,False,19.35,13.42,99.32,104.56,2024,6
F000000364,ST0003,2024-02-18,True,23.53,10.69,97.93,105.94,2024,7
F000000365,ST0003,2024-02-25,False,22.46,9.13,100.75,103.96,2024,8
F000000366,ST0003,2024-03-03,False,26.63,10.27,104.6,105.03,2024,9
F000000367,ST0003,2024-03-10,False,21.9,17.31,99.6,104.75,2024,10
F000000368,ST0003,2024-03-17,False,25.54,6.11,100.83,105.95,2024,11
F000000369,ST0003,2024-03-24,False,29.63,3.42,109.23,106.04,2024,12
F000000370,ST0003,2024-03-31,False,31.05,13.41,106.55,104.15,2024,13
F000000371,ST0003,2024-04-07,False,27.85,12.53,101.73,105.12,2024,14
F000000372,ST0003,2024-04-14,False,28.47,6.12,113.0,106.62,2024,15
F000000373,ST0003,2024-04-21,True,31.03,9.12,109.21,106.84,2024,16
F000000374,ST0003,2024-04-28,False,32.2,7.04,106.56,105.92,2024,17
F000000375,ST0003,2024-05-05,False,26.48,0.96,99.59,104.96,2024,18
F000000376,ST0003,2024-05-12,True,27.92,14.54,107.7,106.63,2024,19
F000000377,ST0003,2024-05-19,False,27.13,13.27,97.76,107.43,2024,20
F000000378,ST0003,2024-05-26,False,31.17,0.0,110.67,105.51,2024,21
F000000379,ST0003,2024-06-02,False,31.36,9.39,106.34,107.32,2024,22
F000000380,ST0003,2024-06-09,False,31.61,8.17,103.85,106.77,2024,23
F000000381,ST0003,2024-06-16,False,36.32,0.0,104.62,106.87,2024,24
F000000382,ST0003,2024-06-23,False,30.65,5.49,111.55,106.9,2024,25
F000000383,ST0003,2024-06-30,True,37.19,13.17,95.04,107.3,2024,26
F000000384,ST0003,2024-07-07,False,32.84,9.22,110.02,107.8,2024,27
F000000385,ST0003,2024-07-14,False,34.83,26.0,100.22,106.25,2024,28
F000000386,ST0003,2024-07-21,False,35.7,17.51,105.95,107.85,2024,29
F000000387,ST0003,2024-07-28,False,34.11,12.81,101.38,107.53,2024,30
F000000388,ST0003,2024-08-04,False,40.2,20.51,103.62,108.63,2024,31
F000000389,ST0003,2024-08-11,True,36.05,16.61,102.65,108.64,2024,32
F000000390,ST0003,2024-08-18,True,38.03,6.77,104.72,106.85,2024,33
F000000391,ST0003,2024-08-25,False,34.08,23.76,104.82,107.52,2024,34
F000000392,ST0003,2024-09-01,False,31.41,10.39,111.66,107.88,2024,35
F000000393,ST0003,2024-09-08,False,33.87,18.8,100.67,107.15,2024,36
F000000394,ST0003,2024-09-15,False,34.15,24.23,110.66,107.38,2024,37
F000000395,ST0003,2024-09-22,False,35.82,18.78,101.87,108.49,2024,38
F000000396,ST0003,2024-09-29,False,30.24,18.24,101.41,107.94,2024,39
F000000397,ST0003,2024-10-06,False,31.76,19.13,101.16,107.71,2024,40
F000000398,ST0003,2024-10-13,False,31.93,14.28,104.75,107.23,2024,41
F000000399,ST0003,2024-10-20,False,33.16,7.45,107.5,109.14,2024,42
F000000400,ST0003,2024-10-27,False,27.31,23.06,111.0,108.25,2024,43
F000000401,ST0003,2024-11-03,False,24.22,15.02,98.96,108.33,2024,44
F000000402,ST0003,2024-11-10,False,26.47,13.98,102.31,106.61,2024,45
F000000403,ST0003,2024-11-17,False,27.22,16.06,104.09,108.31,2024,46
F000000404,ST0003,2024-11-24,False,23.67,21.76,101.24,108.61,2024,47
F000000405,ST0003,2024-12-01,False,26.79,11.81,102.55,108.67,2024,48
F000000406,ST0003,2024-12-08,True,24.58,8.83,101.58,109.49,2024,49
F000000407,ST0003,2024-12-15,False,24.34,10.04,108.9,108.67,2024,50
F000000408,ST0003,2024-12-22,True,22.01,11.59,99.08,109.41,2024,51
F000000409,ST0003,2024-12-29,False,30.32,0.0,104.74,108.86,2024,52
F000000410,ST0003,2025-01-05,False,22.47,15.17,99.82,108.86,2025,1
F000000411,ST0003,2025-01-12,False,20.29,0.0,105.97,109.19,2025,2
F000000412,ST0003,2025-01-19,False,25.27,8.86,106.45,110.85,2025,3
F000000413,ST0003,2025-01-26,False,19.52,16.75,93.86,110.32,2025,4
F000000414,ST0003,2025-02-02,False,18.12,21.57,104.46,109.96,2025,5
F000000415,ST0003,2025-02-09,False,18.7,0.0,102.21,110.14,2025,6
F000000416,ST0003,2025-02-16,False,26.6,12.15,106.79,109.18,2025,7
F000000417,ST0003,2025-02-23,False,23.53,14.69,107.41,109.95,2025,8
F000000418,ST0003,2025-03-02,False,20.92,12.8,99.17,110.03,2025,9
F000000419,ST0003,2025-03-09,True,23.95,0.45,103.72,111.28,2025,10
F000000420,ST0003,2025-03-16,False,26.76,11.9,103.13,109.36,2025,11
F000000421,ST0003,2025-03-23,False,20.12,8.4,110.57,109.01,2025,12
F000000422,ST0003,2025-03-30,False,26.68,9.44,105.44,111.9,2025,13
F000000423,ST0003,2025-04-06,False,28.67,10.98,104.68,109.56,2025,14
F000000424,ST0003,2025-04-13,False,28.23,16.96,101.08,110.99,2025,15
F000000425,ST0003,2025-04-20,False,26.75,1.85,106.45,110.01,2025,16
F000000426,ST0003,2025-04-27,False,25.33,3.82,103.98,109.83,2025,17
F000000427,ST0003,2025-05-04,False,34.27,22.13,102.24,110.54,2025,18
F000000428,ST0003,2025-05-11,True,28.33,17.73,110.05,111.19,2025,19
F000000429,ST0003,2025-05-18,False,31.02,11.25,104.89,112.09,2025,20
F000000430,ST0003,2025-05-25,False,30.04,15.93,108.68,111.85,2025,21
F000000431,ST0003,2025-06-01,False,36.97,15.8,101.05,111.23,2025,22
F000000432,ST0003,2025-06-08,False,34.12,0.21,114.96,112.69,2025,23
F000000433,ST0003,2025-06-15,False,36.78,8.24,100.79,112.64,2025,24
F000000434,ST0003,2025-06-22,False,39.37,8.56,102.9,112.34,2025,25
F000000435,ST0003,2025-06-29,True,32.82,7.03,109.29,111.73,2025,26
F000000436,ST0003,2025-07-06,False,32.05,11.23,105.84,111.97,2025,27
F000000437,ST0003,2025-07-13,False,36.03,0.0,100.75,112.14,2025,28
F000000438,ST0003,2025-07-20,False,36.64,6.65,104.86,112.68,2025,29
F000000439,ST0003,2025-07-27,False,31.23,10.81,101.26,110.61,2025,30
F000000440,ST0003,2025-08-03,False,37.9,8.43,116.37,112.27,2025,31
F000000441,ST0003,2025-08-10,False,33.73,14.25,101.4,112.86,2025,32
F000000442,ST0003,2025-08-17,False,30.91,13.24,107.66,112.71,2025,33
F000000443,ST0003,2025-08-24,False,30.95,15.74,104.99,113.63,2025,34
F000000444,ST0003,2025-08-31,False,31.41,17.01,110.79,112.74,2025,35
F000000445,ST0003,2025-09-07,False,32.31,31.54,100.56,111.47,2025,36
F000000446,ST0003,2025-09-14,False,34.03,12.05,107.88,112.11,2025,37
F000000447,ST0003,2025-09-21,False,31.63,27.68,112.74,113.78,2025,38
F000000448,ST0003,2025-09-28,False,30.77,9.0,104.09,112.54,2025,39
F000000449,ST0003,2025-10-05,False,30.58,27.94,102.32,112.31,2025,40
F000000450,ST0003,2025-10-12,False,28.99,29.43,96.67,112.63,2025,41
F000000451,ST0003,2025-10-19,False,27.73,12.78,108.37,113.81,2025,42
F000000452,ST0003,2025-10-26,False,28.66,20.33,108.94,113.38,2025,43
F000000453,ST0003,2025-11-02,False,29.28,35.1,108.63,112.57,2025,44
F000000454,ST0003,2025-11-09,False,24.21,7.28,104.76,113.82,2025,45
F000000455,ST0003,2025-11-16,False,24.83,14.76,103.59,113.52,2025,46
F000000456,ST0003,2025-11-23,False,22.62,16.32,104.57,113.01,2025,47
F000000457,ST0003,2025-11-30,False,23.13,18.76,95.22,113.46,2025,48
F000000458,ST0003,2025-12-07,False,27.68,17.25,113.24,114.42,2025,49
F000000459,ST0003,2025-12-14,False,22.97,21.46,109.22,113.95,2025,50
F000000460,ST0003,2025-12-21,True,18.94,6.71,109.58,114.65,2025,51
F000000461,ST0003,2025-12-28,False,20.87,10.95,112.6,115.08,2025,52
F000000462,ST0003,2026-01-04,False,22.27,9.78,108.78,113.83,2026,1
F000000463,ST0003,2026-01-11,False,22.98,14.46,98.77,113.03,2026,2
F000000464,ST0003,2026-01-18,False,21.52,5.07,114.88,116.71,2026,3
F000000465,ST0003,2026-01-25,False,21.34,8.63,110.93,116.0,2026,4
F000000466,ST0003,2026-02-01,False,22.3,2.21,112.1,116.65,2026,5
F000000467,ST0003,2026-02-08,False,20.19,5.75,108.9,114.29,2026,6
F000000468,ST0003,2026-02-15,False,20.13,24.33,106.32,114.57,2026,7
F000000469,ST0004,2023-02-26,False,17.1,0.0,99.55,99.37,2023,8
F000000470,ST0004,2023-03-05,False,17.03,16.05,99.33,100.96,2023,9
F000000471,ST0004,2023-03-12,False,24.16,4.06,106.99,100.88,2023,10
F000000472,ST0004,2023-03-19,False,23.58,12.66,99.18,99.94,2023,11
F000000473,ST0004,2023-03-26,False,23.41,3.45,97.29,101.8,2023,12
F000000474,ST0004,2023-04-02,False,27.64,9.47,96.26,100.15,2023,13
F000000475,ST0004,2023-04-09,False,21.9,11.93,97.18,100.66,2023,14
F000000476,ST0004,2023-04-16,False,23.3,11.11,110.2,100.26,2023,15
F000000477,ST0004,2023-04-23,True,30.63,0.0,104.75,100.83,2023,16
F000000478,ST0004,2023-04-30,False,30.5,6.63,105.26,100.34,2023,17
F000000479,ST0004,2023-05-07,False,30.05,8.26,104.86,101.99,2023,18
F000000480,ST0004,2023-05-14,True,32.34,14.62,104.75,102.87,2023,19
F000000481,ST0004,2023-05-21,True,30.18,2.5,103.13,101.27,2023,20
F000000482,ST0004,2023-05-28,False,36.42,0.0,98.31,101.96,2023,21
F000000483,ST0004,2023-06-04,False,31.17,8.47,94.87,99.73,2023,22
F000000484,ST0004,2023-06-11,False,35.01,14.05,104.43,101.57,2023,23
F000000485,ST0004,2023-06-18,False,34.09,8.96,103.35,99.67,2023,24
F000000486,ST0004,2023-06-25,False,37.41,1.05,102.12,103.48,2023,25
F000000487,ST0004,2023-07-02,False,32.69,6.03,103.1,102.35,2023,26
F000000488,ST0004,2023-07-09,False,31.74,11.9,99.55,100.64,2023,27
F000000489,ST0004,2023-07-16,True,32.02,13.87,108.0,101.81,2023,28
F000000490,ST0004,2023-07-23,False,37.6,7.13,103.94,101.3,2023,29
F000000491,ST0004,2023-07-30,False,37.1,2.94,108.04,101.6,2023,30
F000000492,ST0004,2023-08-06,False,33.7,15.84,101.91,102.71,2023,31
F000000493,ST0004,2023-08-13,False,31.62,11.34,102.65,100.59,2023,32
F000000494,ST0004,2023-08-20,False,31.7,17.47,100.22,102.64,2023,33
F000000495,ST0004,2023-08-27,False,30.22,20.57,100.97,102.64,2023,34
F000000496,ST0004,2023-09-03,False,30.16,16.2,101.16,101.83,2023,35
F000000497,ST0004,2023-09-10,False,32.44,16.0,99.22,102.8,2023,36
F000000498,ST0004,2023-09-17,False,28.38,17.58,103.55,102.78,2023,37
F000000499,ST0004,2023-09-24,False,30.65,14.35,99.79,101.8,2023,38
F000000500,ST0004,2023-10-01,False,27.77,14.95,109.52,103.12,2023,39
F000000501,ST0004,2023-10-08,False,31.64,18.3,100.99,102.88,2023,40
F000000502,ST0004,2023-10-15,False,27.4,16.17,109.34,103.52,2023,41
F000000503,ST0004,2023-10-22,False,27.83,15.41,97.31,104.73,2023,42
F000000504,ST0004,2023-10-29,False,26.69,12.62,102.56,103.5,2023,43
F000000505,ST0004,2023-11-05,False,30.36,20.77,106.13,104.71,2023,44
F000000506,ST0004,2023-11-12,False,28.51,13.21,105.28,103.67,2023,45
F000000507,ST0004,2023-11-19,False,21.67,25.67,97.74,102.33,2023,46
F000000508,ST0004,2023-11-26,False,24.52,17.09,108.62,103.81,2023,47
F000000509,ST0004,2023-12-03,True,22.24,23.45,105.55,104.72,2023,48
F000000510,ST0004,2023-12-10,False,17.88,5.3,97.99,105.87,2023,49
F000000511,ST0004,2023-12-17,False,24.21,0.0,100.53,105.36,2023,50
F000000512,ST0004,2023-12-24,True,21.6,4.04,110.52,103.32,2023,51
F000000513,ST0004,2023-12-31,True,20.4,7.79,98.41,104.83,2023,52
F000000514,ST0004,2024-01-07,True,24.46,0.0,105.22,102.66,2024,1
F000000515,ST0004,2024-01-14,False,21.07,7.97,102.23,104.26,2024,2
F000000516,ST0004,2024-01-21,False,22.52,8.86,104.81,104.28,2024,3
F000000517,ST0004,2024-01-28,False,21.96,2.44,99.85,105.28,2024,4
F000000518,ST0004,2024-02-04,False,22.28,12.25,100.44,105.82,2024,5
F000000519,ST0004,2024-02-11,False,25.62,18.75,93.53,105.84,2024,6
F000000520,ST0004,2024-02-18,False,16.29,4.28,102.15,104.88,2024,7
F000000521,ST0004,2024-02-25,False,25.42,1.03,104.14,105.74,2024,8
F000000522,ST0004,2024-03-03,True,22.63,0.0,105.23,104.95,2024,9
F000000523,ST0004,2024-03-10,False,26.67,0.43,102.63,105.15,2024,10
F000000524,ST0004,2024-03-17,False,21.89,1.83,98.37,103.62,2024,11
F000000525,ST0004,2024-03-24,False,20.97,0.0,101.54,104.11,2024,12
F000000526,ST0004,2024-03-31,False,22.6,3.07,91.2,106.23,2024,13
F000000527,ST0004,2024-04-07,False,25.25,5.93,98.25,106.14,2024,14
F000000528,ST0004,2024-04-14,False,25.04,6.81,108.92,106.05,2024,15
F000000529,ST0004,2024-04-21,False,25.39,0.0,100.71,105.75,2024,16
F000000530,ST0004,2024-04-28,False,28.46,0.0,101.89,104.95,2024,17
F000000531,ST0004,2024-05-05,False,27.67,4.22,96.96,106.67,2024,18
F000000532,ST0004,2024-05-12,False,29.37,1.25,99.17,104.89,2024,19
F000000533,ST0004,2024-05-19,False,29.49,6.78,106.15,106.43,2024,20
F000000534,ST0004,2024-05-26,False,27.95,0.0,108.1,105.53,2024,21
F000000535,ST0004,2024-06-02,False,29.22,9.19,100.97,105.68,2024,22
F000000536,ST0004,2024-06-09,False,31.3,0.0,97.0,107.75,2024,23
F000000537,ST0004,2024-06-16,False,32.02,0.0,97.11,105.7,2024,24
F000000538,ST0004,2024-06-23,False,33.89,11.1,98.1,105.16,2024,25
F000000539,ST0004,2024-06-30,False,32.46,3.22,108.89,105.57,2024,26
F000000540,ST0004,2024-07-07,False,32.52,4.91,98.2,108.25,2024,27
F000000541,ST0004,2024-07-14,False,30.38,8.01,95.58,107.05,2024,28
F000000542,ST0004,2024-07-21,False,32.46,19.58,100.77,105.85,2024,29
F000000543,ST0004,2024-07-28,False,32.87,7.18,100.25,107.84,2024,30
F000000544,ST0004,2024-08-04,False,34.56,16.58,103.45,107.12,2024,31
F000000545,ST0004,2024-08-11,False,33.7,12.67,96.56,106.54,2024,32
F000000546,ST0004,2024-08-18,False,31.41,9.37,96.39,107.96,2024,33
F000000547,ST0004,2024-08-25,False,24.41,14.59,105.81,108.18,2024,34
F000000548,ST0004,2024-09-01,False,34.26,9.86,105.4,107.99,2024,35
F000000549,ST0004,2024-09-08,False,33.14,23.26,105.52,108.0,2024,36
F000000550,ST0004,2024-09-15,False,33.46,22.43,99.47,108.45,2024,37
F000000551,ST0004,2024-09-22,False,31.78,8.33,99.59,108.06,2024,38
F000000552,ST0004,2024-09-29,False,28.41,15.66,106.68,109.19,2024,39
F000000553,ST0004,2024-10-06,False,30.2,15.83,98.83,107.3,2024,40
F000000554,ST0004,2024-10-13,False,29.94,10.15,101.45,108.34,2024,41
F000000555,ST0004,2024-10-20,False,26.76,16.44,110.01,107.37,2024,42
F000000556,ST0004,2024-10-27,False,26.25,20.96,104.57,108.44,2024,43
F000000557,ST0004,2024-11-03,False,25.22,3.41,91.72,106.81,2024,44
F000000558,ST0004,2024-11-10,False,31.52,21.05,99.43,109.37,2024,45
F000000559,ST0004,2024-11-17,False,19.17,18.29,98.06,108.78,2024,46
F000000560,ST0004,2024-11-24,False,20.36,15.59,104.59,108.42,2024,47
F000000561,ST0004,2024-12-01,False,25.11,20.96,105.14,109.28,2024,48
F000000562,ST0004,2024-12-08,True,23.18,3.4,108.35,108.59,2024,49
F000000563,ST0004,2024-12-15,False,18.68,12.48,102.68,108.39,2024,50
F000000564,ST0004,2024-12-22,True,24.0,7.55,113.13,109.43,2024,51
F000000565,ST0004,2024-12-29,False,22.18,7.49,105.86,109.04,2024,52
F000000566,ST0004,2025-01-05,False,22.22,4.56,102.59,110.36,2025,1
F000000567,ST0004,2025-01-12,False,20.89,7.77,107.6,109.63,2025,2
F000000568,ST0004,2025-01-19,False,20.13,0.0,101.26,110.43,2025,3
F000000569,ST0004,2025-01-26,False,20.31,18.52,101.03,108.94,2025,4
F000000570,ST0004,2025-02-02,True,18.86,9.91,109.96,110.85,2025,5
F000000571,ST0004,2025-02-09,False,21.92,0.42,100.0,109.6,2025,6
F000000572,ST0004,2025-02-16,False,19.07,8.98,111.44,109.13,2025,7
F000000573,ST0004,2025-02-23,False,20.42,0.0,103.37,110.1,2025,8
F000000574,ST0004,2025-03-02,False,24.14,0.0,106.52,109.85,2025,9
F000000575,ST0004,2025-03-09,False,21.73,4.02,102.29,108.52,2025,10
F000000576,ST0004,2025-03-16,True,26.18,0.82,104.66,109.15,2025,11
F000000577,ST0004,2025-03-23,False,24.11,7.28,111.25,110.58,2025,12
F000000578,ST0004,2025-03-30,False,25.69,1.51,105.54,111.21,2025,13
F000000579,ST0004,2025-04-06,False,26.41,0.85,101.66,110.73,2025,14
F000000580,ST0004,2025-04-13,False,24.12,5.3,101.99,110.43,2025,15
F000000581,ST0004,2025-04-20,False,26.5,5.42,96.99,110.6,2025,16
F000000582,ST0004,2025-04-27,True,31.34,0.0,111.97,111.14,2025,17
F000000583,ST0004,2025-05-04,False,27.27,7.28,103.81,111.61,2025,18
F000000584,ST0004,2025-05-11,False,25.02,8.39,102.03,113.47,2025,19
F000000585,ST0004,2025-05-18,False,33.86,0.0,97.3,110.26,2025,20
F000000586,ST0004,2025-05-25,False,28.27,19.99,103.55,110.52,2025,21
F000000587,ST0004,2025-06-01,False,25.78,15.03,99.12,111.93,2025,22
F000000588,ST0004,2025-06-08,False,29.99,7.82,103.42,112.57,2025,23
F000000589,ST0004,2025-06-15,False,29.86,7.46,95.48,111.42,2025,24
F000000590,ST0004,2025-06-22,False,31.31,4.53,110.84,113.21,2025,25
F000000591,ST0004,2025-06-29,False,29.71,9.6,104.51,112.53,2025,26
F000000592,ST0004,2025-07-06,False,31.32,0.0,104.45,110.74,2025,27
F000000593,ST0004,2025-07-13,False,40.32,5.81,108.11,111.2,2025,28
F000000594,ST0004,2025-07-20,False,32.19,14.13,104.76,111.65,2025,29
F000000595,ST0004,2025-07-27,False,34.09,19.21,102.08,112.32,2025,30
F000000596,ST0004,2025-08-03,False,29.58,17.19,114.38,114.01,2025,31
F000000597,ST0004,2025-08-10,False,33.41,10.74,110.88,111.98,2025,32
F000000598,ST0004,2025-08-17,False,32.44,22.25,99.33,112.36,2025,33
F000000599,ST0004,2025-08-24,False,30.1,16.78,104.35,112.13,2025,34
F000000600,ST0004,2025-08-31,False,35.24,17.36,107.01,111.34,2025,35
F000000601,ST0004,2025-09-07,False,36.74,17.31,112.41,112.34,2025,36
F000000602,ST0004,2025-09-14,False,30.44,18.97,105.52,112.1,2025,37
F000000603,ST0004,2025-09-21,False,30.59,9.29,101.52,112.33,2025,38
F000000604,ST0004,2025-09-28,False,32.9,21.26,109.0,114.27,2025,39
F000000605,ST0004,2025-10-05,False,29.15,15.1,105.9,113.47,2025,40
F000000606,ST0004,2025-10-12,False,30.36,21.47,103.15,111.32,2025,41
F000000607,ST0004,2025-10-19,False,21.71,19.86,114.56,113.14,2025,42
F000000608,ST0004,2025-10-26,False,29.74,25.35,98.47,113.81,2025,43
F000000609,ST0004,2025-11-02,False,28.9,6.4,112.42,112.95,2025,44
F000000610,ST0004,2025-11-09,False,24.17,18.3,113.26,114.3,2025,45
F000000611,ST0004,2025-11-16,False,24.81,6.42,102.78,115.23,2025,46
F000000612,ST0004,2025-11-23,False,19.53,23.8,107.38,113.52,2025,47
F000000613,ST0004,2025-11-30,False,19.9,9.99,108.14,114.38,2025,48
F000000614,ST0004,2025-12-07,False,24.05,3.95,109.17,113.42,2025,49
F000000615,ST0004,2025-12-14,False,27.53,16.76,101.01,113.42,2025,50
F000000616,ST0004,2025-12-21,False,22.92,0.89,99.57,114.88,2025,51
F000000617,ST0004,2025-12-28,False,20.41,0.0,110.2,115.2,2025,52
F000000618,ST0004,2026-01-04,True,20.33,5.39,107.86,113.67,2026,1
F000000619,ST0004,2026-01-11,True,20.91,5.42,105.61,112.37,2026,2
F000000620,ST0004,2026-01-18,False,26.25,17.45,106.48,113.57,2026,3
F000000621,ST0004,2026-01-25,False,22.07,6.16,98.24,114.8,2026,4
F000000622,ST0004,2026-02-01,False,16.47,5.15,111.03,114.23,2026,5
F000000623,ST0004,2026-02-08,False,16.75,15.05,110.8,113.52,2026,6
F000000624,ST0004,2026-02-15,False,21.52,4.23,108.22,115.09,2026,7
F000000625,ST0005,2023-02-26,False,24.52,19.08,110.19,98.78,2023,8
F000000626,ST0005,2023-03-05,False,23.27,9.95,100.25,98.09,2023,9
F000000627,ST0005,2023-03-12,False,19.44,7.3,96.29,100.66,2023,10
F000000628,ST0005,2023-03-19,False,23.41,18.65,95.99,99.4,2023,11
F000000629,ST0005,2023-03-26,False,24.21,16.77,99.44,102.1,2023,12
F000000630,ST0005,2023-04-02,False,23.12,9.6,90.94,99.23,2023,13
F000000631,ST0005,2023-04-09,False,23.78,11.36,105.25,101.01,2023,14
F000000632,ST0005,2023-04-16,False,25.88,8.12,102.93,102.57,2023,15
F000000633,ST0005,2023-04-23,False,30.99,14.83,105.24,101.03,2023,16
F000000634,ST0005,2023-04-30,False,25.69,6.52,103.4,100.28,2023,17
F000000635,ST0005,2023-05-07,False,29.13,12.86,103.39,101.19,2023,18
F000000636,ST0005,2023-05-14,True,32.03,13.61,108.84,100.83,2023,19
F000000637,ST0005,2023-05-21,False,24.39,0.0,98.02,101.28,2023,20
F000000638,ST0005,2023-05-28,False,30.99,12.71,106.6,101.34,2023,21
F000000639,ST0005,2023-06-04,False,30.91,9.38,98.73,101.61,2023,22
F000000640,ST0005,2023-06-11,False,30.83,8.56,112.26,102.09,2023,23
F000000641,ST0005,2023-06-18,False,32.33,11.78,103.93,102.69,2023,24
F000000642,ST0005,2023-06-25,False,32.81,15.56,106.97,101.9,2023,25
F000000643,ST0005,2023-07-02,False,31.49,2.99,99.9,103.56,2023,26
F000000644,ST0005,2023-07-09,False,37.8,8.09,98.8,101.81,2023,27
F000000645,ST0005,2023-07-16,False,32.39,14.43,97.35,101.7,2023,28
F000000646,ST0005,2023-07-23,False,33.99,5.65,94.35,100.81,2023,29
F000000647,ST0005,2023-07-30,False,29.46,11.86,99.14,102.48,2023,30
F000000648,ST0005,2023-08-06,False,30.21,12.82,102.95,102.5,2023,31
F000000649,ST0005,2023-08-13,False,33.65,22.97,106.04,102.9,2023,32
F000000650,ST0005,2023-08-20,False,33.98,15.55,102.91,102.44,2023,33
F000000651,ST0005,2023-08-27,False,32.44,7.95,96.19,101.65,2023,34
F000000652,ST0005,2023-09-03,False,33.05,24.91,106.7,102.14,2023,35
F000000653,ST0005,2023-09-10,False,30.45,17.82,108.85,101.74,2023,36
F000000654,ST0005,2023-09-17,False,33.55,18.03,107.58,103.16,2023,37
F000000655,ST0005,2023-09-24,False,35.4,32.11,100.49,103.47,2023,38
F000000656,ST0005,2023-10-01,True,29.86,29.63,110.12,102.51,2023,39
F000000657,ST0005,2023-10-08,False,28.4,13.29,108.61,103.32,2023,40
F000000658,ST0005,2023-10-15,False,33.45,14.39,105.44,102.85,2023,41
F000000659,ST0005,2023-10-22,False,26.42,23.17,108.06,102.69,2023,42
F000000660,ST0005,2023-10-29,False,27.85,31.92,104.83,103.3,2023,43
F000000661,ST0005,2023-11-05,False,28.23,32.66,109.88,102.8,2023,44
F000000662,ST0005,2023-11-12,False,22.93,25.03,100.89,103.66,2023,45
F000000663,ST0005,2023-11-19,False,27.01,11.8,104.01,105.96,2023,46
F000000664,ST0005,2023-11-26,False,20.41,21.59,104.19,104.14,2023,47
F000000665,ST0005,2023-12-03,True,24.49,19.96,108.36,104.1,2023,48
F000000666,ST0005,2023-12-10,False,21.38,1.76,103.47,103.97,2023,49
